COMMON_USAGE_NAME,RESPONSIBILITY_AREA,LOCAL_GOVERNMENT_NAME,REST_AREA_TYPE,STAY_24_HOUR,OWNERSHIP,SURFACE,SURFACE_TYPE,CONSTRUCTED_SHELTER,NATURAL_SHADE,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,LATITUDE,LONGITUDE
Great Eastern Hwy,Wheatbelt,Kellerberrin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,3,0,No,2,No,-31.62294864,117.8182266
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.72115523,128.7167961
Great Eastern Hwy,Wheatbelt,Kellerberrin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-31.58157356,117.9873126
Bruce Rock Quairading Rd,Wheatbelt,Bruce Rock,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.88539562,118.1077616
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.58749646,121.4364395
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-30.62781208,115.4647739
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.02063275,120.8361449
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.66018692,119.2159753
Bussell Hwy,South West,Augusta - Margaret River,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.12687352,115.1140732
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.1115043,115.5653302
Bussell Hwy,South West,Capel,Major Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,No,2,0,No,1,Yes,-33.48090755,115.587256
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,3,0,No,1,Yes,-23.75270674,114.0152015
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-27.59490264,120.5392575
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.74679992,115.2709352
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.00837785,118.9902463
Donnybrook Kojonup Rd,South West,Boyup Brook,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.67647605,116.2594684
Mullewa Wubin Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.79276158,115.7175994
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.71765998,115.0067778
Goldfields Hwy,Goldfields - Esperance,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.47300497,118.9278722
Northam Pithara Rd,Wheatbelt,Goomalling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,2,No,-31.27381853,116.8400365
Manuwarra Red Dog Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-21.12678139,117.0011357
Quairading York Rd,Wheatbelt,Quairading,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-32.04169237,117.328988
Brookton Hwy,Wheatbelt,Beverley,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.21742982,116.337247
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.20249948,120.3276499
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.06709187,117.8575501
Wongan Hills Calingiri West Rd,Wheatbelt,Victoria Plains,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-31.1081668,116.3986339
Vasse Hwy,South West,Nannup,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.89598611,115.7428545
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.19381986,117.3676777
Forrest Hwy,South West,Harvey,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,1,No,-33.17843609,115.716929
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.70926021,113.980783
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.42286233,118.5896862
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-32.07812828,122.0701119
Gnowangerup Jerramungup Rd,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.95312947,118.7665901
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.97101645,115.6474914
Forrest Hwy,South West,Harvey,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,4,0,No,2,No,-33.05498073,115.7308299
Kulin Lake Grace Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-32.98456245,118.4703396
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,4,0,No,1,No,-31.00091449,115.7101184
Tom Price Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.96379817,117.8677482
Brookton Hwy,Wheatbelt,Beverley,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.27221515,116.5146417
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.79809101,116.4502523
Great Northern Hwy,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.47622279,117.8137121
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.60167833,115.4431048
Quairading York Rd,Wheatbelt,Quairading,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-32.04165981,117.3274112
Karijini Dr,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,8,0,No,2,Yes,-22.6679142,118.7002993
North West Coastal Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.77222512,118.1946702
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-31.50569099,118.2004772
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-25.05152078,113.7973962
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.73815427,116.4425052
Brookton-Corrigin Rd,Wheatbelt,Corrigin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.37095397,117.5809777
Great Eastern Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,0,No,2,Yes,-30.78496634,121.426693
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,1,Yes,0,No,-22.08607475,119.9966566
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.18742315,113.6892594
Ripon Hills Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-21.20246781,120.1854793
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.60199481,115.4104968
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-26.21287406,113.7564113
Broomehill Gnowangerup Rd,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.8845058,117.6617876
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,2,0,No,0,No,-26.26585433,118.6589514
Goomalling Wyalkatchem Rd,Wheatbelt,Goomalling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.24270014,116.9408247
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.98794935,117.7040688
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,4,0,No,2,Yes,-24.65782501,113.8354133
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-26.48249173,114.090927
Muir Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.51375361,117.0313581
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.62002317,118.7028367
Great Eastern Hwy,Wheatbelt,Yilgarn,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,1,No,-31.33237052,118.9724192
Great Southern Hwy,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-34.0115208,117.626484
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.3840687,124.5540689
Kondinin Hyden Rd,Wheatbelt,Kondinin,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.51382814,118.3877701
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.24978019,118.8376843
Yougenup Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,0,No,1,No,-33.93254294,118.0036121
Muir Hwy,Great Southern,Cranbrook,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.47120828,116.8395085
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.65004215,121.2135978
Northam Pithara Rd,Wheatbelt,Goomalling,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,No,-31.37102899,116.8147513
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.72324632,114.8644761
South Western Hwy,South West,Harvey,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,4,0,No,0,No,-33.04187568,115.9084934
Brand Hwy,Mid West-Gascoyne,Dandaragan,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-30.75406258,115.5591212
Pinjarra Williams Rd,South West,Murray,Minor Rest Area,No,Main Roads,Surfaced,Unknown,No,Yes,0,0,No,0,No,-32.72703657,116.0943681
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.86881518,114.6342515
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.7309851,118.739954
Agnew Sandstone Rd,Goldfields - Esperance,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.94031783,120.0509553
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.3369552,124.9451292
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,No,2,0,No,2,Yes,-25.06627422,113.806186
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.90103546,116.4458537
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-24.7838653,113.7629162
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.06439977,123.0240175
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-21.53880658,118.7700071
Brand Hwy,Mid West-Gascoyne,Coorow,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-30.00968387,115.319454
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-32.18031952,121.7765493
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.38691616,118.7443225
Muir Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-34.63091634,117.627245
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,2,0,No,0,No,-33.82418392,121.8896899
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.00976583,118.7940304
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.7231101,118.7270862
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-20.79867857,116.8075733
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-25.99412803,113.5775018
Chester Pass Rd,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-34.5842788,117.9939407
Goomalling Toodyay Rd,Wheatbelt,Goomalling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.39030262,116.7104115
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,No,2,0,No,2,No,-24.86163998,113.704039
Sues Rd,South West,Augusta - Margaret River,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.89655521,115.4213711
South Western Hwy,South West,Donnybrook - Balingup,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-33.7317775,115.9089948
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.59584653,120.3472706
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.00516127,117.7795226
Eyre Hwy,Goldfields - Esperance,Dundas,Major Rest Area,Yes,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,4,1,Yes,4,No,-32.43664577,124.1032595
Brookton Hwy,Wheatbelt,Beverley,Minor Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-32.30761534,116.5907721
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.06380479,116.2549951
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,6,1,Yes,0,No,-21.57959392,118.8170233
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.42046006,116.0372077
North West Coastal Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.77442512,118.1904759
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.50569604,118.5865466
South Coast Hwy,Great Southern,Ravensthorpe,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,Yes,Yes,3,0,No,3,No,-33.57390258,120.0022748
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.55343458,118.447503
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.89607332,117.3463333
Goldfields Hwy,Goldfields - Esperance,Menzies,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,2,0,No,3,No,-29.3583585,121.2712689
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-20.57522222,118.4386229
Goldfields Hwy,Goldfields - Esperance,Wiluna,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-26.88124029,120.3080763
Great Northern Hwy,Pilbara,Broome,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-19.78715653,121.0411617
Muir Hwy,South West,Manjimup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.37716817,116.395916
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-25.70011218,114.2313287
Midlands Rd,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.20810995,115.1984987
Goldfields Hwy,Goldfields - Esperance,Menzies,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.0348582,121.1609999
Vasse Hwy,South West,Nannup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.18586906,115.7605982
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.76701646,128.5279207
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,0,No,-31.86238521,127.95978
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.88184091,127.8048877
Coalfields Rd,South West,Collie,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-33.41990803,116.3794747
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.83389652,116.6424183
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.39376437,124.4722052
South Western Hwy,South West,Bridgetown - Greenbushes,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-33.83458373,116.0477388
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-29.38860948,115.0088675
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.09704582,115.9820001
Karijini Dr,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.63040901,117.8885279
Great Eastern Hwy,Goldfields - Esperance,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.28154779,119.8299281
South Western Hwy,South West,Waroona,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,4,0,No,1,No,-32.89502736,115.9071737
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-34.99833884,117.817188
Albany Hwy,Wheatbelt,West Arthur,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.2370396,117.0025946
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-28.9739479,121.3762803
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,1,No,-28.5314366,121.2042737
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.03837912,118.66475
Great Eastern Hwy,Goldfields - Esperance,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.27076326,119.9761516
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-31.48423882,118.2902209
Agnew Leinster Rd,Goldfields - Esperance,Leonora,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.94048681,120.6910294
Muir Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,1,No,2,No,-34.50915104,117.0106393
Great Northern Hwy,Mid West-Gascoyne,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,7,Yes,-29.83699432,116.9462039
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,2,0,No,2,Yes,-21.29413893,116.1418019
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,No,2,0,No,0,No,-20.78409129,117.1648179
South Western Hwy,Metropolitan,Serpentine - Jarrahdale,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.19875365,116.0146773
Great Southern Hwy,Great Southern,Broomehill - Tambellup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-33.89343426,117.6624983
Goldfields Hwy,Goldfields - Esperance,Menzies,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.87587349,121.1102498
Great Eastern Hwy,Goldfields - Esperance,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.272496,119.9970039
Bussell Hwy,South West,Capel,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,2,No,-33.4350397,115.6167004
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.15180386,116.9700256
Great Northern Hwy,Wheatbelt,Moora,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-30.55582194,116.3426653
Coolgardie Esperance Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.32328552,121.5128084
Great Eastern Hwy,Wheatbelt,Kellerberrin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,0,0,No,1,Yes,-31.63653855,117.6801198
Katanning Nyabing Rd,Great Southern,Kent,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,1,No,-33.5411429,118.1521639
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-22.66924686,119.9490442
Coolgardie Esperance Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.81485227,121.6632432
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-20.10301226,119.7326559
Bruce Rock Quairading Rd,Wheatbelt,Bruce Rock,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.93534531,117.8185383
Dumbleyung Lake Grace Rd,Wheatbelt,Dumbleyung,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.18081323,117.9596278
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.6380567,118.3537393
Mullewa Wubin Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.64048424,115.6486874
Ripon Hills Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-21.20241273,120.1951145
Bruce Rock Merredin Rd,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.64527286,118.2214951
